A0 f (kHz),A0 Phase velocity (m/ms),A0 Energy velocity 1 (m/ms),A0 Energy velocity 2 (m/ms),A0 Energy velocity absolute (m/ms),A0 Skew angle (deg),A0 Propagation time (micsec),A0 Coincidence angle (deg),A0 Wavelength (mm),A0 Wavenumber (rad/mm),A0 Attenuation (Np/m),A1 f (kHz),A1 Phase velocity (m/ms),A1 Energy velocity 1 (m/ms),A1 Energy velocity 2 (m/ms),A1 Energy velocity absolute (m/ms),A1 Skew angle (deg),A1 Propagation time (micsec),A1 Coincidence angle (deg),A1 Wavelength (mm),A1 Wavenumber (rad/mm),A1 Attenuation (Np/m),A2 f (kHz),A2 Phase velocity (m/ms),A2 Energy velocity 1 (m/ms),A2 Energy velocity 2 (m/ms),A2 Energy velocity absolute (m/ms),A2 Skew angle (deg),A2 Propagation time (micsec),A2 Coincidence angle (deg),A2 Wavelength (mm),A2 Wavenumber (rad/mm),A2 Attenuation (Np/m)
663,1.31509973612238,1.44681911737666,0.0907917114916522,1.4496650279572,-3.59075272511995,69.1171403522218,15.1185289449317,1.98355917967177,3.16763188694945,0,1215.5,4.64279624138716,2.99544459250299,-2.13761474049241,3.67995721245857,35.5124838363686,33.3840259473603,4.23675138745447,3.81965959801494,1.64495949074753,0,1079.5,6.23582964505689,4.12277209764068,3.26062108824662,5.25631997220518,-38.3397937763243,24.2555245916277,3.15312906492785,5.77659068555525,1.0876978566079,0
671.5,1.31662003970615,1.44726676230343,0.0905481856182024,1.45009656753852,-3.58004175345102,69.0957621667777,15.1006555282772,1.96071487670313,3.20453798858534,0,1224,4.62509851018307,2.9910417685791,-2.13371096345252,3.67410578739131,35.5028134219291,33.4331673500852,4.25299290946101,3.77867525341754,1.66280108392403,0,1088,6.21101874796547,4.12882106634363,3.27000298785383,5.26688550648824,-38.3790252469158,24.2199888038639,3.16573754545606,5.70865693746826,1.10064160029314,0
680,1.31810768051761,1.4477243178094,0.0903106101444493,1.45053841958128,-3.56954736697662,69.073924344459,15.0832074732377,1.93839364782001,3.24143927846952,0,1232.5,4.60769686570632,2.98629632791689,-2.12944877845124,3.66776742149463,35.4916611519518,33.4862950689678,4.26908469585462,3.73849644276375,1.68067173618457,0,1096.5,6.18687986593982,4.13431391433768,3.27876366362706,5.27663175749524,-38.4165668833889,24.1878101353656,3.17810172293908,5.64238929862273,1.11356820216451,0
688.5,1.31956917139293,1.4481887089159,0.0900844155615999,1.45098784921121,-3.55949115178447,69.0517743884768,15.0661058215367,1.91658557936518,3.27832233260397,0,1241,4.59058758920034,2.98121891277744,-2.12484525414382,3.66096074275039,35.4791357427989,33.5433267149226,4.2850253956772,3.69910361740559,1.69856969607853,0,1105,6.16338041985995,4.13926771535008,3.28692796871748,5.28558726073808,-38.4525413959707,24.1588626000584,3.19023155320781,5.57771983697733,1.12647918698343,0
697,1.32100497199895,1.44866421823378,0.0898559872713407,1.45144828210977,-3.54932598674684,69.0291088447815,15.0493429672096,1.89527255666995,3.31518824829044,0,1249.5,4.57374429377256,2.97581238623542,-2.11989414573704,3.65368451664923,35.4651188937433,33.6042690266861,4.30083510335574,3.6604596188656,1.71650174060021,0,1113.5,6.14049704248184,4.14367243020185,3.29447622892996,5.29373165468363,-38.486873818277,24.1331817812463,3.20213274500235,5.5145909676532,1.13937467783825,0
705.5,1.32240992532633,1.44914828623718,0.0896380092164749,1.45191794816389,-3.53955802209806,69.0060506227816,15.0329767603069,1.8744293767914,3.35205230187705,0,1258,4.55716361508642,2.97009820313916,-2.11459329455045,3.64595503779849,35.4493730758877,33.6689204061697,4.31651278020627,3.62254659386838,1.73446638831773,0,1122,6.11819937280933,4.14755438595471,3.30143681231435,5.3011029427994,-38.5196501704104,24.1105940258771,3.21381509351787,5.45294061747712,1.15225632332057,0
714,1.32379018220851,1.44963877155292,0.0894250267188023,1.45239436909991,-3.52997748566772,68.9827024237737,15.0169332879867,1.85404787424161,3.38890133015023,0,1266.5,4.54083197270593,2.96404637776674,-2.10901015938652,3.63778707210135,35.4330209000495,33.7376637390353,4.3320672298749,3.58533910201811,1.75246612060849,0,1130.5,6.09644823873096,4.15091918531799,3.30784329640558,5.30772619457865,-38.5511370445066,24.0910496050381,3.2252935674107,5.39270078613972,1.16512774514184,0
722.5,1.32514617676267,1.45013616351273,0.0892178114364746,1.4528780783689,-3.52061351514294,68.9590415825269,15.0012055450093,1.83411235538086,3.42573631803208,0,1275,4.52473607887416,2.95769841712051,-2.10308403835375,3.62917930102875,35.4148915870418,33.8100732046087,4.34750733149945,3.54881261088169,1.77050354473874,0,1139,6.07522135995188,4.15378509023984,3.31370519416176,5.31362142890453,-38.5813099567175,24.07442798015,3.23657475352454,5.33382033358374,1.17798967985822,0
731,1.32647833547507,1.45064022523448,0.0890153586674499,1.45336877534473,-3.51142707311522,68.9350800153333,14.9857867019012,1.81460784606712,3.46255821653004,0,1283.5,4.50886242304563,2.95104840335462,-2.09683772254769,3.62014020635125,35.3953141471622,33.8862622132272,4.36284252746755,3.51294306431292,1.78858159444964,0,1147.5,6.05449202209227,4.15614591735491,3.31903445455073,5.31879108415068,-38.610327823034,24.0607529159233,3.2476679838205,5.27624577088651,1.19084394094172,0
739.5,1.32778707733509,1.45115008196131,0.0888182673102893,1.45386562136406,-3.50244377611369,68.9108599055754,14.9706700996763,1.79552005048694,3.49936794383087,0,1292,4.49320865306179,2.94410234590699,-2.09029335624292,3.61068759910468,35.3745020038363,33.9662104950339,4.37807171806297,3.47771567574442,1.80669896363355,0,1156,6.03424442564491,4.15801457166427,3.32382172620864,5.32323924371138,-38.6380405338054,24.0499397672804,3.25857711127663,5.21993462426031,1.20369042132782,0
